time,air_temp,water_temp,DO,Pressure,humidity,ldr
2024-06-30T08:02:12+00:00,31.12,29.5625,22279.0,100041.99219,74.16895,689
2024-06-30T08:02:35+00:00,31.15,29.5625,23782.0,100038.14063,75.20898,691
2024-06-30T08:02:57+00:00,31.42,29.5625,23767.0,100040.59375,76.73437,692
2024-06-30T08:03:19+00:00,31.11,29.5625,23290.0,100035.82813,73.54297,694
2024-06-30T08:03:42+00:00,31.3,29.5625,25063.0,100037.5,73.47852,696
2024-06-30T08:04:04+00:00,31.17,29.625,26585.0,100038.9375,74.0,700
2024-06-30T08:04:26+00:00,31.13,29.625,25412.0,100033.375,75.02832,701
2024-06-30T08:04:49+00:00,31.14,29.625,24479.0,100035.53125,75.71289,701
2024-06-30T08:05:11+00:00,31.07,29.625,25284.0,100036.35156,74.7002,702
2024-06-30T08:05:33+00:00,31.08,29.625,25063.0,100034.14844,73.38477,705
2024-06-30T08:05:55+00:00,31.26,29.625,24494.0,100035.375,74.34277,708
2024-06-30T08:06:18+00:00,31.21,29.625,24985.0,100034.35938,75.77051,710
2024-06-30T08:06:40+00:00,31.02,29.625,25319.0,100034.22656,75.9043,710
2024-06-30T08:07:02+00:00,31.11,29.625,23845.0,100038.47656,74.89551,711
2024-06-30T08:07:24+00:00,31.02,29.625,24273.0,100037.65625,75.66895,712
2024-06-30T08:07:46+00:00,31.07,29.625,25873.0,100036.91406,75.5957,712
2024-06-30T08:08:09+00:00,31.21,29.625,25682.0,100034.59375,74.54687,710
2024-06-30T08:08:31+00:00,31.11,29.625,25048.0,100033.17188,75.60254,709
2024-06-30T08:08:53+00:00,31.24,29.5625,23939.0,100035.96875,73.93945,708
2024-06-30T08:09:15+00:00,31.37,29.5625,23403.0,100035.00781,74.10059,708
2024-06-30T08:09:38+00:00,31.43,29.625,22819.0,100033.21875,75.5,708
2024-06-30T08:10:00+00:00,31.28,29.5625,23796.0,100034.9375,75.48828,706
2024-06-30T08:10:22+00:00,31.71,29.5625,23246.0,100031.28906,73.06348,704
2024-06-30T08:10:44+00:00,31.46,29.625,24764.0,100033.125,72.10254,697
2024-06-30T08:11:06+00:00,30.98,29.625,27135.0,100031.70313,74.27539,691
2024-06-30T08:11:28+00:00,31.25,29.5625,26252.0,100031.40625,74.94238,684
2024-06-30T08:11:51+00:00,31.38,29.625,24101.0,100030.26562,74.20996,678
2024-06-30T08:12:13+00:00,31.32,29.625,22166.0,100031.35937,74.40137,674
2024-06-30T08:12:36+00:00,31.53,29.625,23212.0,100031.71875,75.10449,668
2024-06-30T08:12:58+00:00,31.19,29.625,21822.0,100032.0625,72.82422,663
2024-06-30T08:13:20+00:00,31.07,29.625,21189.0,100028.76563,74.01953,657
2024-06-30T08:13:43+00:00,30.74,29.625,27597.0,100030.10937,75.48145,654
2024-06-30T08:14:05+00:00,31.0,29.625,27342.0,100031.54687,75.94824,649
2024-06-30T08:14:27+00:00,31.06,29.625,25142.0,100030.82812,75.31152,645
2024-06-30T08:14:50+00:00,30.86,29.625,25063.0,100033.96875,75.32617,644
2024-06-30T08:15:11+00:00,31.22,29.625,24557.0,100034.03125,76.03223,645
2024-06-30T08:15:34+00:00,31.17,29.625,23718.0,100027.85937,74.31738,644
2024-06-30T08:15:56+00:00,31.08,29.625,25711.0,100029.8125,75.89063,644
2024-06-30T08:16:18+00:00,31.13,29.625,26821.0,100031.84375,74.18066,644
2024-06-30T08:16:40+00:00,31.32,29.625,26615.0,100028.89063,74.74121,645
2024-06-30T08:17:04+00:00,31.13,29.6875,24479.0,100027.82812,74.70996,650
2024-06-30T08:17:26+00:00,31.28,29.6875,27298.0,100029.65625,74.68848,662
2024-06-30T08:17:48+00:00,31.25,29.625,29591.0,100026.375,75.14258,673
2024-06-30T08:18:11+00:00,31.46,29.625,27185.0,100022.70312,75.97656,678
2024-06-30T08:18:33+00:00,31.34,29.6875,27057.0,100025.5,74.30859,680
2024-06-30T08:18:56+00:00,31.31,29.6875,26502.0,100029.08594,73.44629,682
2024-06-30T08:19:18+00:00,31.22,29.625,24037.0,100028.01562,75.86621,685
2024-06-30T08:19:40+00:00,31.27,29.625,24592.0,100025.9375,74.70996,685
2024-06-30T08:20:02+00:00,31.36,29.625,23246.0,100025.75,75.40723,682
2024-06-30T08:20:24+00:00,31.25,29.6875,24985.0,100025.0,75.77832,676
2024-06-30T08:20:47+00:00,31.29,29.6875,23767.0,100024.15625,76.61914,672
2024-06-30T08:21:09+00:00,31.39,29.6875,24543.0,100026.8125,74.82324,668
2024-06-30T08:21:31+00:00,31.13,29.6875,25078.0,100026.20312,74.875,666
2024-06-30T08:21:53+00:00,31.08,29.6875,25220.0,100018.76562,76.00684,668
2024-06-30T08:22:16+00:00,31.3,29.6875,22799.0,100019.70312,77.04395,673
2024-06-30T08:22:39+00:00,31.47,29.6875,24160.0,100017.39062,75.41309,674
2024-06-30T08:23:01+00:00,31.49,29.6875,23354.0,100017.625,75.13379,674
2024-06-30T08:23:23+00:00,31.73,29.6875,22534.0,100016.07812,74.93848,674
2024-06-30T08:23:46+00:00,31.49,29.6875,23418.0,100017.48437,75.53418,672
2024-06-30T08:24:08+00:00,30.93,29.6875,24636.0,100017.09375,74.75,666
2024-06-30T08:24:30+00:00,30.9,29.6875,24508.0,100019.71875,77.62207,658
2024-06-30T08:24:52+00:00,31.1,29.625,24287.0,100017.5625,76.7998,650
2024-06-30T08:25:16+00:00,31.42,29.6875,24464.0,100016.80469,76.59277,643
2024-06-30T08:25:38+00:00,31.22,29.6875,24449.0,100018.03125,73.44238,639
2024-06-30T08:26:01+00:00,31.02,29.6875,24891.0,100018.03906,75.49219,638
2024-06-30T08:26:23+00:00,31.15,29.6875,24052.0,100017.32812,73.16113,640
2024-06-30T08:26:45+00:00,31.1,29.6875,24621.0,100019.09375,75.45898,645
2024-06-30T08:27:08+00:00,31.13,29.6875,26173.0,100019.14062,74.53418,652
2024-06-30T08:27:30+00:00,31.46,29.625,25603.0,100015.64062,74.91797,658
2024-06-30T08:27:52+00:00,31.7,29.6875,25078.0,100016.95312,73.9541,667
2024-06-30T08:28:15+00:00,31.07,29.6875,23767.0,100014.61719,74.03125,672
2024-06-30T08:28:37+00:00,30.91,29.6875,24273.0,100021.625,73.44043,672
2024-06-30T08:29:23+00:00,31.03,29.6875,26075.0,100018.26563,76.1875,663
2024-06-30T08:29:46+00:00,31.32,29.6875,27676.0,100017.21094,74.53125,661
2024-06-30T08:30:08+00:00,31.17,29.75,25569.0,100010.92188,75.8584,663
2024-06-30T08:30:30+00:00,31.37,29.6875,25589.0,100014.4375,74.84375,666
2024-06-30T08:30:53+00:00,31.18,29.6875,25142.0,100013.26562,74.34277,667
2024-06-30T08:31:15+00:00,30.99,29.6875,25255.0,100011.5625,74.30176,668
2024-06-30T08:31:37+00:00,31.23,29.6875,23831.0,100014.75781,76.32617,668
2024-06-30T08:31:59+00:00,30.85,29.6875,23894.0,100013.92188,74.43164,667
2024-06-30T08:32:22+00:00,31.16,29.75,23894.0,100009.5625,74.3623,665
2024-06-30T08:32:44+00:00,30.96,29.75,24017.0,100010.60937,75.03516,657
2024-06-30T08:33:06+00:00,31.18,29.75,23845.0,100009.51563,75.68359,646
2024-06-30T08:33:28+00:00,30.88,29.75,23718.0,100011.25781,74.23535,633
2024-06-30T08:33:51+00:00,31.28,29.6875,24778.0,100009.46875,75.92383,619
2024-06-30T08:34:13+00:00,31.14,29.6875,26016.0,100004.85937,75.66602,608
2024-06-30T08:34:36+00:00,31.29,29.6875,27960.0,100002.875,76.72461,600
2024-06-30T08:34:58+00:00,30.67,29.6875,27440.0,100004.92187,74.93945,595
2024-06-30T08:35:20+00:00,30.97,29.6875,25873.0,100007.57812,75.89648,598
2024-06-30T08:35:42+00:00,30.88,29.6875,26851.0,100004.6875,75.57617,610
2024-06-30T08:36:04+00:00,30.59,29.75,26124.0,100000.95312,76.34766,629
2024-06-30T08:36:27+00:00,30.75,29.6875,25981.0,100003.04687,75.94141,646
2024-06-30T08:36:51+00:00,30.83,29.6875,27057.0,100002.17188,76.41309,656
2024-06-30T08:37:13+00:00,30.88,29.6875,24160.0,100002.99219,75.34082,661
2024-06-30T08:37:36+00:00,31.16,29.6875,25063.0,100001.46875,77.96094,663
2024-06-30T08:37:58+00:00,31.26,29.75,24543.0,100001.29687,75.67187,664
2024-06-30T08:38:20+00:00,31.13,29.6875,25063.0,99997.75,76.36914,667
2024-06-30T08:38:43+00:00,31.03,29.6875,28908.0,100001.57031,77.92773,669
2024-06-30T08:39:05+00:00,30.91,29.6875,27042.0,99997.07812,74.3457,668
2024-06-30T08:39:28+00:00,30.91,29.75,27342.0,99992.74219,74.68652,667
2024-06-30T08:39:50+00:00,30.87,29.75,25569.0,99994.17187,75.02051,665
2024-06-30T08:40:12+00:00,30.78,29.75,25589.0,99992.39062,77.08594,662
2024-06-30T08:40:35+00:00,31.05,29.6875,25078.0,99993.0625,76.19043,654
2024-06-30T08:40:58+00:00,31.28,29.75,23290.0,99990.01563,74.90039,645
2024-06-30T08:41:20+00:00,31.49,29.75,25319.0,99990.01563,75.26367,643
2024-06-30T08:41:42+00:00,31.53,29.75,24557.0,99989.76562,73.66895,646
2024-06-30T08:42:04+00:00,31.71,29.75,24194.0,99982.34375,74.08789,653
2024-06-30T08:42:26+00:00,31.49,29.75,24607.0,99987.14062,74.88672,653
2024-06-30T08:42:49+00:00,31.49,29.6875,24273.0,99985.09375,72.95508,648
2024-06-30T08:43:11+00:00,31.42,29.6875,25682.0,99982.80469,73.88574,641
2024-06-30T08:43:34+00:00,31.4,29.75,25240.0,99984.48437,74.61426,636
2024-06-30T08:43:56+00:00,31.18,29.75,24557.0,99978.82812,73.64844,629
2024-06-30T08:44:18+00:00,31.09,29.75,25633.0,99990.42187,73.65723,625
2024-06-30T08:44:40+00:00,30.9,29.75,26031.0,99984.4375,75.07324,618
2024-06-30T08:45:04+00:00,30.34,29.75,25304.0,99979.5625,75.35645,607
2024-06-30T08:45:27+00:00,30.63,29.75,23718.0,99981.25,77.50586,601
2024-06-30T08:45:49+00:00,31.01,29.75,23290.0,99978.53125,76.09082,602
2024-06-30T08:46:11+00:00,31.23,29.75,24607.0,99977.96094,76.09277,607
2024-06-30T08:46:33+00:00,31.33,29.75,25382.0,99975.60156,74.89746,617
2024-06-30T08:46:55+00:00,31.33,29.75,25240.0,99972.95312,73.41406,634
2024-06-30T08:47:19+00:00,31.26,29.75,24557.0,99978.95312,72.40137,660
2024-06-30T08:47:41+00:00,30.9,29.75,27533.0,99979.08594,74.81348,676
2024-06-30T08:48:04+00:00,30.89,29.75,25540.0,99973.92187,74.38965,685
2024-06-30T08:48:26+00:00,31.08,29.75,24906.0,99976.42187,76.50098,692
2024-06-30T08:48:48+00:00,31.02,29.75,24955.0,99974.70312,75.32812,703
2024-06-30T08:49:11+00:00,30.83,29.8125,25918.0,99975.96875,75.70801,708
2024-06-30T08:49:33+00:00,30.99,29.75,27533.0,99976.07813,74.1709,705
2024-06-30T08:49:55+00:00,31.42,29.75,27106.0,99971.21875,73.65039,701
2024-06-30T08:50:17+00:00,31.22,29.75,26394.0,99970.67187,75.08984,689
2024-06-30T08:50:40+00:00,31.19,29.75,27548.0,99969.77344,74.30859,684
2024-06-30T08:51:02+00:00,31.09,29.75,26060.0,99964.08594,74.88281,680
2024-06-30T08:51:25+00:00,31.46,29.8125,26281.0,99970.60937,74.87012,681
2024-06-30T08:51:47+00:00,31.67,29.75,28957.0,99963.625,74.00879,685
2024-06-30T08:52:10+00:00,31.9,29.8125,29355.0,99964.0,75.47266,681
2024-06-30T08:52:32+00:00,31.97,29.8125,27946.0,99965.23437,74.9541,692
2024-06-30T08:52:55+00:00,31.73,29.8125,27391.0,99962.45312,71.76758,681
2024-06-30T08:53:17+00:00,30.96,29.8125,25476.0,99969.46875,72.84766,661
2024-06-30T08:53:39+00:00,31.15,29.75,26821.0,99968.28125,75.30273,652
2024-06-30T08:54:02+00:00,31.14,29.8125,26502.0,99969.76562,75.54883,646
2024-06-30T08:54:24+00:00,31.18,29.8125,26551.0,99968.01563,75.35449,654
2024-06-30T08:54:46+00:00,31.57,29.8125,26806.0,99960.09375,76.94824,673
2024-06-30T08:55:08+00:00,31.21,29.8125,27391.0,99965.01562,73.27637,657
2024-06-30T08:55:30+00:00,31.22,29.75,26502.0,99969.03125,73.39648,656
2024-06-30T08:55:53+00:00,31.49,29.75,26443.0,99966.14062,76.1582,657
2024-06-30T08:56:16+00:00,31.15,29.8125,25505.0,99962.29687,73.83203,667
2024-06-30T08:56:38+00:00,30.97,29.8125,25554.0,99965.82812,74.3916,668
2024-06-30T08:57:00+00:00,30.9,29.8125,25220.0,99967.65625,75.73145,654
2024-06-30T08:57:22+00:00,31.05,29.8125,25142.0,99969.82812,75.37988,648
2024-06-30T08:57:44+00:00,31.33,29.8125,27121.0,99963.65625,72.41309,643
2024-06-30T08:58:06+00:00,31.24,29.8125,25319.0,99963.10937,73.31543,639
2024-06-30T08:58:29+00:00,31.36,29.8125,27091.0,99964.90625,73.59473,637
2024-06-30T08:58:51+00:00,31.25,29.8125,25731.0,99962.82812,72.92871,634
2024-06-30T08:59:13+00:00,31.29,29.8125,25319.0,99964.92187,73.98535,633
2024-06-30T08:59:36+00:00,31.03,29.8125,25063.0,99965.1875,73.04688,633
2024-06-30T08:59:58+00:00,31.02,29.8125,25873.0,99968.46875,73.9043,632
2024-06-30T09:00:20+00:00,31.31,29.8125,27420.0,99965.03125,73.83301,631
2024-06-30T09:00:42+00:00,31.14,29.8125,27057.0,99960.125,72.42969,629
2024-06-30T09:01:07+00:00,31.53,29.875,26630.0,99959.49219,74.8252,626
2024-06-30T09:01:29+00:00,31.33,29.8125,27739.0,99966.20312,74.82617,625
2024-06-30T09:01:51+00:00,31.51,29.8125,28815.0,99967.88281,74.72461,628
2024-06-30T09:02:13+00:00,30.81,29.8125,27597.0,99971.77344,76.22266,634
2024-06-30T09:02:36+00:00,30.73,29.8125,26585.0,99966.01562,74.78711,637
2024-06-30T09:02:58+00:00,30.66,29.8125,24970.0,99966.04687,73.59961,639
2024-06-30T09:03:20+00:00,30.8,29.8125,26787.0,99970.10937,75.46875,639
2024-06-30T09:03:42+00:00,30.77,29.8125,26600.0,99971.75,74.22852,636
2024-06-30T09:04:05+00:00,30.96,29.8125,25063.0,99968.20312,74.43555,633
2024-06-30T09:04:27+00:00,31.1,29.8125,25412.0,99972.48437,75.57617,633
2024-06-30T09:04:49+00:00,31.02,29.875,23782.0,99968.90625,75.65723,632
2024-06-30T09:05:11+00:00,30.91,29.8125,24037.0,99968.5625,75.49805,628
2024-06-30T09:05:33+00:00,31.18,29.8125,24827.0,99967.16406,73.89551,622
2024-06-30T09:05:55+00:00,31.48,29.8125,26075.0,99967.84375,74.30859,615
2024-06-30T09:06:18+00:00,31.67,29.8125,26443.0,99959.9375,75.08105,605
2024-06-30T09:06:41+00:00,31.44,29.8125,26379.0,99961.65625,74.08887,595
2024-06-30T09:07:03+00:00,31.06,29.8125,27833.0,99966.01562,75.12402,588
2024-06-30T09:07:25+00:00,31.31,29.8125,27121.0,99966.19531,75.77637,582
2024-06-30T09:07:47+00:00,30.8,29.8125,25918.0,99965.75781,74.21094,581
2024-06-30T09:08:10+00:00,30.69,29.8125,26836.0,99964.98437,74.73242,582
2024-06-30T09:08:32+00:00,30.88,29.8125,25746.0,99966.04687,75.18652,588
2024-06-30T09:08:54+00:00,30.76,29.8125,25540.0,99968.10156,77.66016,593
2024-06-30T09:09:17+00:00,30.73,29.8125,24827.0,99965.52344,75.63281,602
2024-06-30T09:09:39+00:00,30.75,29.8125,25363.0,99967.63281,74.06055,609
2024-06-30T09:10:01+00:00,30.92,29.8125,29399.0,99964.96094,75.60547,615
2024-06-30T09:10:23+00:00,30.73,29.8125,27690.0,99960.92187,75.0459,616
2024-06-30T09:10:45+00:00,31.13,29.8125,27121.0,99964.03125,75.52246,612
2024-06-30T09:11:08+00:00,30.82,29.8125,26423.0,99963.55469,75.68359,605
2024-06-30T09:11:31+00:00,31.43,29.8125,25981.0,99959.14062,74.40723,595
2024-06-30T09:11:53+00:00,31.3,29.8125,26423.0,99957.13281,72.82031,588
2024-06-30T09:12:15+00:00,30.9,29.8125,25176.0,99962.71875,74.61523,581
2024-06-30T09:12:38+00:00,31.05,29.8125,25903.0,99958.75,76.2373,579
2024-06-30T09:13:00+00:00,30.85,29.8125,25490.0,99960.5625,75.2998,578
2024-06-30T09:13:22+00:00,30.78,29.8125,24651.0,99961.74219,75.51172,578
2024-06-30T09:13:44+00:00,30.87,29.8125,24287.0,99961.74219,76.04297,579
2024-06-30T09:14:07+00:00,30.97,29.8125,25490.0,99960.22656,76.57812,582
2024-06-30T09:14:29+00:00,30.94,29.8125,25633.0,99958.23437,75.76172,590
2024-06-30T09:14:51+00:00,31.23,29.8125,27199.0,99954.1875,76.12695,601
2024-06-30T09:15:13+00:00,31.29,29.8125,28088.0,99950.4375,75.4209,608
2024-06-30T09:15:36+00:00,30.9,29.8125,26443.0,99955.17187,75.53027,616
2024-06-30T09:15:58+00:00,30.68,29.8125,25810.0,99956.1875,76.43457,622
2024-06-30T09:16:20+00:00,30.32,29.8125,29797.0,99949.67187,76.12988,625
2024-06-30T09:16:42+00:00,30.86,29.8125,30210.0,99951.89062,75.97266,625
2024-06-30T09:17:27+00:00,31.33,29.8125,30111.0,99952.32812,75.47363,616
2024-06-30T09:17:49+00:00,31.38,29.8125,28672.0,99945.63281,75.21191,614
2024-06-30T09:18:11+00:00,31.29,29.8125,28702.0,99945.59375,73.83008,615
2024-06-30T09:18:33+00:00,31.28,29.8125,28103.0,99948.21094,74.57031,618
2024-06-30T09:18:56+00:00,31.37,29.8125,27091.0,99943.875,74.84375,622
2024-06-30T09:19:42+00:00,31.09,29.8125,27356.0,99939.40625,74.68066,627
2024-06-30T09:20:05+00:00,31.27,29.875,25746.0,99942.6875,74.61719,627
2024-06-30T09:20:27+00:00,31.36,29.875,25932.0,99939.4375,73.34766,627
2024-06-30T09:20:49+00:00,31.75,29.8125,27327.0,99936.95312,74.10449,627
2024-06-30T09:21:11+00:00,31.86,29.875,26821.0,99937.29688,74.16895,627
2024-06-30T09:21:33+00:00,31.73,29.875,27057.0,99932.95312,73.53613,626
2024-06-30T09:21:56+00:00,31.93,29.875,27519.0,99935.98437,72.2002,627
2024-06-30T09:22:18+00:00,31.3,29.875,27533.0,99936.6875,73.46875,627
2024-06-30T09:22:40+00:00,31.35,29.875,26915.0,99931.29687,73.21484,629
2024-06-30T09:23:03+00:00,31.54,29.875,27739.0,99926.54688,73.65918,630
2024-06-30T09:23:25+00:00,31.19,29.875,27803.0,99934.42187,74.50781,633
2024-06-30T09:23:48+00:00,31.3,29.875,28088.0,99930.03906,74.75195,632
2024-06-30T09:24:11+00:00,31.28,29.875,27199.0,99933.96875,72.15723,630
